record_id,source,name,legal_name,dba,type,category,extraction_processing_flag,phone,email,website,street_address,city,state,zip_code,county,lat,lng,license_number,license_state,license_type,license_status,license_expiration,date_issued,usda_hemp_flag,delivery,sells_seeds,home_delivery,business_category,product_focus,is_medical,is_adult_use,ownership_type,social_equity_status,sos_entity_match,sos_formation_date,sos_registered_agent,sos_entity_type,sos_status,sos_website,epa_air_permit,epa_npdes_permit,epa_rcra_generator,epa_facility_name,epa_facility_address,fire_marshal_permit,fire_marshal_violations,tier2_filed,sec_public_company,sec_cik,sec_ticker,patent_count,instagram_url,google_place_id,sales_priority,data_quality_score,notes
US-0031186,CI_Community,Kalifas Tunnel,"Califas Tunnel, Inc.","Califas Tunnel, Inc.",,Manufacturer - Type 6,PENDING,(619) 261-7047,Santiago@santiagogarza.Com,,Not Published,Data Not Available,CA,Data Not Available,Alameda,,,DCC-10003701,CA,Manufacturer - Type 6,Surrendered,07/13/2020 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031187,CI_Community,"California Cannabinoids, Inc.","California Cannabinoids, Inc.","California Cannabinoids, Inc.",,Manufacturer - Type 6,PENDING,(707) 354-1303,David@californiacannabinoids.Com,,Not Published,Data Not Available,CA,Data Not Available,Alameda,,,DCC-10003771,CA,Manufacturer - Type 6,Expired,07/31/2021 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031188,CI_Community,California Cannabis Group,California Cannabis Group,California Cannabis Group,,Manufacturer - Type 6,PENDING,(619) 339-1322,Calsur@aol.Com,,Not Published,Data Not Available,CA,Data Not Available,San Diego,,,DCC-10003174,CA,Manufacturer - Type 6,Expired,05/14/2022 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031189,CI_Community,Data Not Available,California Eco-Logic Environmental Manufacturing L,California Eco-Logic Environmental Manufacturing L,,Manufacturer - Type 6,PENDING,(714) 705-3164,Eco1logic@yahoo.Com,,Not Published,Data Not Available,CA,Data Not Available,Riverside,,,DCC-10004133,CA,Manufacturer - Type 6,Expired,03/25/2024 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031190,CI_Community,Data Not Available,California Growers League,California Growers League,,Manufacturer - Type 6,PENDING,(310) 702-7921,Ca.Growersleague@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10004864,CA,Manufacturer - Type 6,Expired,06/30/2023 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031191,CI_Community,Los Angeles Kush #1,"California Herbal Remedies, Inc.","California Herbal Remedies, Inc.",,Manufacturer - Type 6,PENDING,(323) 342-9110,Scott@terrachoices.Com,,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,,,DCC-10003456,CA,Manufacturer - Type 6,Active,06/13/2026 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:N|cat:EXTRACTION_PROCESSING
US-0031192,CI_Community,Arts District Cannabis Collective,"California Organic Treatment Center, Inc.","California Organic Treatment Center, Inc.",,Manufacturer - Type 6,PENDING,(213) 429-8979,Data Not Available,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10003596,CA,Manufacturer - Type 6,Active,07/01/2026 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031193,CI_Community,House of Flowers Los Angeles,"California Patients Alliance, Inc.","California Patients Alliance, Inc.",,Manufacturer - Type 6,PENDING,(213) 352-4108,Gene@hof.La,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10003278,CA,Manufacturer - Type 6,Expired,05/23/2024 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031194,CI_Community,Utopia,"Calith Creations, Inc","Calith Creations, Inc",,Manufacturer - Type 6,PENDING,(831) 454-6903,Help.Calithcreations@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Santa Cruz,,,DCC-10002048,CA,Manufacturer - Type 6,Expired,03/09/2023 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031195,CI_Community,Calyx Mountain,"Calyx Mountain, Inc.","Calyx Mountain, Inc.",,Manufacturer - Type 6,PENDING,(707) 702-1559,Calyxmountain@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Humboldt,,,DCC-10004863,CA,Manufacturer - Type 6,Surrendered,06/30/2025 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031196,CI_Community,CANA Inc.,Cana Inc.,Cana Inc.,,Manufacturer - Type 6,PENDING,(818) 326-3131,Eshiber@live.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10003454,CA,Manufacturer - Type 6,Surrendered,06/04/2020 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031197,CI_Community,Data Not Available,Cana Roots,Cana Roots,,Manufacturer - Type 6,PENDING,(818) 210-0095,Canarootsinc@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10004108,CA,Manufacturer - Type 6,Surrendered,05/04/2023 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031198,CI_Community,Canna Science Labs,Canna Science Labs Inc.,Canna Science Labs Inc.,,Manufacturer - Type 6,PENDING,(818) 943-7262,Yoni@canna-Sciencelabs.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10003473,CA,Manufacturer - Type 6,Revoked,06/17/2024 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031199,CI_Community,Data Not Available,Canna-Xpress LLC,Canna-Xpress LLC,,Manufacturer - Type 6,PENDING,(562) 753-4973,Tamikab@canna-Xpress.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10004632,CA,Manufacturer - Type 6,Expired,05/05/2024 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031200,CI_Community,Pineapple Express,"Capital Growth Investments, Inc.","Capital Growth Investments, Inc.",,Manufacturer - Type 6,PENDING,(323) 804-2265,Info@pineappleventuresinc.Com,,Not Published,Data Not Available,CA,Data Not Available,Riverside,,,DCC-10003448,CA,Manufacturer - Type 6,Expired,06/12/2022 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031201,CI_Community,Buddha Company,Care California Consultation Inc.,Care California Consultation Inc.,,Manufacturer - Type 6,PENDING,(310) 968-6762,Db@thebuddhacompany.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10003453,CA,Manufacturer - Type 6,Expired,06/13/2020 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031202,CI_Community,GreenXlabs,"Cascade Ventures, LLC","Cascade Ventures, LLC",,Manufacturer - Type 6,PENDING,(312) 350-0036,Art@cascadeiq.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10004197,CA,Manufacturer - Type 6,Expired,05/27/2023 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031203,CI_Community,Cathedral Asset Holdings Corporation,Cathedral Asset Holdings Corporation,Cathedral Asset Holdings Corporation,,Manufacturer - Type 6,PENDING,(916) 217-4053,Rbenjamin@venturacanna.Com,,Not Published,Data Not Available,CA,Data Not Available,Sonoma,,,DCC-10004058,CA,Manufacturer - Type 6,Surrendered,01/21/2022 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031204,CI_Community,Curated Cannabis,"Cea Services, LLC","Cea Services, LLC",,Manufacturer - Type 6,PENDING,(714) 253-4612,Will.Sun@curated-Cannabis.Com,,Not Published,Data Not Available,CA,Data Not Available,Orange,,,DCC-10002647,CA,Manufacturer - Type 6,Active,04/22/2026 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031205,CI_Community,SVN10 Creations,"Cg Brands, Inc.","Cg Brands, Inc.",,Manufacturer - Type 6,PENDING,(714) 608-4450,Matt@svn10.Com,,Not Published,Data Not Available,CA,Data Not Available,Sacramento,,,DCC-10003297,CA,Manufacturer - Type 6,Expired,05/25/2020 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031206,CI_Community,"Liberty ""32' Extracts","Chc California City, LLC","Chc California City, LLC",,Manufacturer - Type 6,PENDING,(916) 291-1929,N.Fuchs@propergardenz.Com,,Not Published,Data Not Available,CA,Data Not Available,Kern,,,DCC-10003766,CA,Manufacturer - Type 6,Surrendered,12/30/2021 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031207,CI_Community,Data Not Available,Christina M King,Christina M King,,Manufacturer - Type 6,PENDING,(805) 587-2602,Cmking27@hotmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10003999,CA,Manufacturer - Type 6,Expired,12/06/2021 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031208,CI_Community,The Cure Company,"City Compassionate Caregivers, Inc.","City Compassionate Caregivers, Inc.",,Manufacturer - Type 6,PENDING,(909) 936-2236,Data Not Available,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10005030,CA,Manufacturer - Type 6,Active,05/17/2026 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031209,CI_Community,Clade9,"Clade9 Mckinley Avenue,  LLC","Clade9 Mckinley Avenue,  LLC",,Manufacturer - Type 6,PENDING,(818) 288-3434,Dave@clade9.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10003698,CA,Manufacturer - Type 6,Expired,07/15/2023 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031210,CI_Community,Claremont Capital Partners,"Claremont Capital Partners, LLC","Claremont Capital Partners, LLC",,Manufacturer - Type 6,PENDING,(818) 635-8795,Caseydalton@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10002823,CA,Manufacturer - Type 6,Expired,04/25/2022 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031211,CI_Community,Claremont Capital Partners,"Claremont Capital Partners, LLC","Claremont Capital Partners, LLC",,Manufacturer - Type 6,PENDING,(818) 635-8795,Kyle.Walton@cacannabisfactory.Com,,Not Published,Data Not Available,CA,Data Not Available,Fresno,,,DCC-10002984,CA,Manufacturer - Type 6,Surrendered,04/29/2026 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031212,CI_Community,LA Refinery,"Clarmonti Consulting, LLC","Clarmonti Consulting, LLC",,Manufacturer - Type 6,PENDING,(541) 953-3604,Ryan.Claridge@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10003847,CA,Manufacturer - Type 6,Expired,08/30/2021 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031213,CI_Community,CLC Brand Labs,"Clc Brand Labs, Inc","Clc Brand Labs, Inc",,Manufacturer - Type 6,PENDING,(215) 227-2727,Dean@myphillylawyer.Com,,Not Published,Data Not Available,CA,Data Not Available,Riverside,,,DCC-10003916,CA,Manufacturer - Type 6,Expired,10/11/2020 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031214,CI_Community,Clean Slate,"Clean Slate Consulting, Inc.","Clean Slate Consulting, Inc.",,Manufacturer - Type 6,PENDING,(510) 815-1997,Marcyleventhal@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Sacramento,,,DCC-10002378,CA,Manufacturer - Type 6,Expired,04/10/2020 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031215,CI_Community,Gardenhouse,"Clearview Management Solutions, LLC","Clearview Management Solutions, LLC",,Manufacturer - Type 6,PENDING,(202) 288-6575,Ben@gardenhousebrands.Com,,Not Published,Data Not Available,CA,Data Not Available,Fresno,,,DCC-10003686,CA,Manufacturer - Type 6,Active,07/11/2026 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031216,CI_Community,none,"Cnsc Farms, LLC","Cnsc Farms, LLC",,Manufacturer - Type 6,PENDING,(661) 666-0408,Thesupplyhouse@outlook.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10004828,CA,Manufacturer - Type 6,Active,06/28/2026 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031217,CI_Community,Coachella Gold LLC,Coachella Gold LLC,Coachella Gold LLC,,Manufacturer - Type 6,PENDING,(760) 578-0943,Petersolomon@regencyhomes.Co,,Not Published,Data Not Available,CA,Data Not Available,Riverside,,,DCC-10004017,CA,Manufacturer - Type 6,Expired,12/19/2020 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031218,CI_Community,Left Coast Brands,"Coastal Manufacturing, LLC","Coastal Manufacturing, LLC",,Manufacturer - Type 6,PENDING,(669) 234-4049,Jess@theparent.Co,,Not Published,Data Not Available,CA,Data Not Available,Santa Barbara,,,DCC-10002725,CA,Manufacturer - Type 6,Surrendered,04/23/2024 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031219,CI_Community,"COF Organic Farms, Inc.","Cof Organic Farms, Inc.","Cof Organic Farms, Inc.",,Manufacturer - Type 6,PENDING,(310) 883-7900,Davidsaeidian@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10004806,CA,Manufacturer - Type 6,Expired,06/22/2024 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031220,CI_Community,Compassionate Manufacturing,Compassionate Heart Mutual Benefit Association,Compassionate Heart Mutual Benefit Association,,Manufacturer - Type 6,PENDING,(707) 462-5100,Compassionateheart08@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Mendocino,,,DCC-10003228,CA,Manufacturer - Type 6,Active,05/18/2026 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031221,CI_Community,CPR,"Compassionate Patient Resources, Inc.","Compassionate Patient Resources, Inc.",,Manufacturer - Type 6,PENDING,(818) 996-4277,"Diana@americannmade.Com, Natalie@americannmade.Com",,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10003021,CA,Manufacturer - Type 6,Expired,04/30/2022 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031222,CI_Community,Data Not Available,Constance Therapeutics California,Constance Therapeutics California,,Manufacturer - Type 6,PENDING,(510) 455-1473,Constance@constancecbd.Com,,Not Published,Data Not Available,CA,Data Not Available,San Francisco,,,DCC-10002372,CA,Manufacturer - Type 6,Expired,04/10/2023 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031223,CI_Community,Corona Sky Inc,Corona Sky Inc,Corona Sky Inc,,Manufacturer - Type 6,PENDING,(323) 537-2581,Coronaskyinc@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10001850,CA,Manufacturer - Type 6,Expired,01/03/2022 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031224,CI_Community,Cosmic,"Cosmic Edibles, LLC","Cosmic Edibles, LLC",,Manufacturer - Type 6,PENDING,(626) 757-5869,Jai.Tommy@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10003472,CA,Manufacturer - Type 6,Active,06/17/2026 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031225,CI_Community,Cosmic View,"Cosmic View, Inc.","Cosmic View, Inc.",,Manufacturer - Type 6,PENDING,(415) 328-1052,Christine@cosmicview.Com,,Not Published,Data Not Available,CA,Data Not Available,Marin,,,DCC-10002368,CA,Manufacturer - Type 6,Expired,04/10/2024 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031226,CI_Community,COWLES VENTURES LLC,Cowles Ventures LLC,Cowles Ventures LLC,,Manufacturer - Type 6,PENDING,(909) 297-6825,Nickproperty7@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10003486,CA,Manufacturer - Type 6,Expired,06/18/2021 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031227,CI_Community,CPTD Manufacturing,Cptd Manufacturing,Cptd Manufacturing,,Manufacturer - Type 6,PENDING,(916) 886-4806,Dave.Picton@fixauto.Co,,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,,,DCC-10004720,CA,Manufacturer - Type 6,Active,11/16/2026 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:N|cat:EXTRACTION_PROCESSING
US-0031228,CI_Community,CRC Distribution,"Crc Manufacturing, LLC","Crc Manufacturing, LLC",,Manufacturer - Type 6,PENDING,(818) 731-0802,Gkim@gjklawgroup.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10003306,CA,Manufacturer - Type 6,Active,05/23/2026 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031229,CI_Community,Delacreme,Creme Tech Ca LLC,Creme Tech Ca LLC,,Manufacturer - Type 6,PENDING,(323) 308-9995,Milliondollarrentals@gmail.Com,,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,,,DCC-10004373,CA,Manufacturer - Type 6,Active,10/07/2026 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:N|cat:EXTRACTION_PROCESSING
US-0031230,CI_Community,AbsoluteXtracts/Care By Design/HTC,"Crft Manufacturing, Inc.","Crft Manufacturing, Inc.",,Manufacturer - Type 6,PENDING,(916) 420-0173,Compliance@cannacraft.Com,,Not Published,Data Not Available,CA,Data Not Available,Sonoma,,,DCC-10002270,CA,Manufacturer - Type 6,Active,04/04/2027 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031231,CI_Community,CCDEPPGROW,Cristina Clark,Cristina Clark,,Manufacturer - Type 6,PENDING,(818) 318-0757,Ccdeppgrow@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10004587,CA,Manufacturer - Type 6,Surrendered,03/30/2024 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031232,CI_Community,N-Fuzed; N-Hale,Crosstown California Holdings LLC,Crosstown California Holdings LLC,,Manufacturer - Type 6,PENDING,(720) 252-2214,Zachary@nfuzed.Com,,Not Published,Data Not Available,CA,Data Not Available,San Luis Obispo,,,DCC-10002288,CA,Manufacturer - Type 6,Surrendered,12/15/2021 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031233,CI_Community,Data Not Available,"Crown Genetics, LLC","Crown Genetics, LLC",,Manufacturer - Type 6,PENDING,(818) 849-6977,Spencer@crownog.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10002866,CA,Manufacturer - Type 6,Active,04/25/2026 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031234,CI_Community,Cruz Labs Inc.,Cruz Labs Inc.,Cruz Labs Inc.,,Manufacturer - Type 6,PENDING,(530) 682-1041,Xmarques.Usa@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Santa Cruz,,,DCC-10003184,CA,Manufacturer - Type 6,Surrendered,05/14/2021 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031235,CI_Community,CS Heritage Industry,Cs Heritage Industry,Cs Heritage Industry,,Manufacturer - Type 6,PENDING,(310) 430-9259,Willdksohn@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10003732,CA,Manufacturer - Type 6,Expired,07/19/2021 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031236,CI_Community,Data Not Available,"Cura Ca, LLC","Cura Ca, LLC",,Manufacturer - Type 6,PENDING,(510) 685-4544,Anne.Conn@curaleaf.Com,,Not Published,Data Not Available,CA,Data Not Available,Sacramento,,,DCC-10001355,CA,Manufacturer - Type 6,Expired,12/12/2022 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031237,CI_Community,"CURALEAF CA, INC.","Curaleaf Ca, Inc.","Curaleaf Ca, Inc.",,Manufacturer - Type 6,PENDING,(510) 685-4544,Anne.Conn@curaleaf.Com,,Not Published,Data Not Available,CA,Data Not Available,Yolo,,,DCC-10003298,CA,Manufacturer - Type 6,Surrendered,05/04/2023 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031238,CI_Community,Curiously,Curiously,Curiously,,Manufacturer - Type 6,PENDING,Data Not Available,Licensing@curiouslyconfections.Com,,Not Published,Data Not Available,CA,Data Not Available,Riverside,,,DCC-10003776,CA,Manufacturer - Type 6,Revoked,08/01/2022 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031239,CI_Community,"CVCM, LLC","Cvcm, LLC","Cvcm, LLC",,Manufacturer - Type 6,PENDING,(626) 873-6218,Data Not Available,,Not Published,Data Not Available,CA,Data Not Available,San Bernardino,,,DCC-10003665,CA,Manufacturer - Type 6,Revoked,07/10/2024 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031240,CI_Community,The Oakland Cannabis Kitchen,Cyan Manufacturing LLC,Cyan Manufacturing LLC,,Manufacturer - Type 6,PENDING,(510) 697-3426,Michaela@higherelevation.Com,,Not Published,Data Not Available,CA,Data Not Available,Alameda,,,DCC-10004259,CA,Manufacturer - Type 6,Active,07/09/2026 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031241,CI_Community,Cypress Management Resources LLC,"Cypress Management Resources, LLC","Cypress Management Resources, LLC",,Manufacturer - Type 6,PENDING,(909) 896-4023,Cypressresourcesmgt@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10003355,CA,Manufacturer - Type 6,Expired,06/04/2025 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031242,CI_Community,D9 Society LLC,D9 Society LLC,D9 Society LLC,,Manufacturer - Type 6,PENDING,(562) 388-3860,Ejslama@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Sacramento,,,DCC-10004408,CA,Manufacturer - Type 6,Expired,11/22/2024 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031243,CI_Community,"Dabout, Inc.","Dabout, Inc.","Dabout, Inc.",,Manufacturer - Type 6,PENDING,(209) 914-2679,Kelley@dabout.Com,,Not Published,Data Not Available,CA,Data Not Available,Merced,,,DCC-10004041,CA,Manufacturer - Type 6,Expired,01/07/2022 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031244,CI_Community,"DAG Top Shelf, Inc","Dag Top Shelf, Inc.","Dag Top Shelf, Inc.",,Manufacturer - Type 6,PENDING,(714) 642-3462,Data Not Available,,Not Published,Data Not Available,CA,Data Not Available,San Bernardino,,,DCC-10003216,CA,Manufacturer - Type 6,Revoked,05/17/2024 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
